Dataset Name,Algorithm Name,Cross Validation [1 - 10],Hyper-Parameters Values,Accuracy,TPR,FPR, Precision,AUC,PR-Curve,Training Time,Inference Time
ar4, XGBoost, 5, n_trees: 10 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.50, 0.00
ar4, BROOF, 6, n_trees: 5 | M: 15 | , 0.91, 0.50, 0.00, 1.00, 0.75, 0.59, 6.25, 0.93
ar4, XGBoost, 6, n_trees: 5 | M: 15 | , 0.82, 0.00, 0.00, 1.00, 0.50, 0.18, 0.51, 0.00
ar4, BROOF, 7, n_trees: 15 | M: 10 | , 0.82, 0.00, 0.00, 1.00, 0.50, 0.18, 5.28, 0.93
ar4, XGBoost, 7, n_trees: 15 | M: 10 | , 0.82, 0.00, 0.00, 1.00, 0.50, 0.18, 0.50, 0.00
ar4, BROOF, 8, n_trees: 15 | M: 5 | , 0.90, 0.50, 0.00, 1.00, 0.75, 0.60, 4.93, 1.02
ar4, XGBoost, 8, n_trees: 15 | M: 5 | , 0.90, 0.50, 0.00, 1.00, 0.75, 0.60, 0.50, 0.00
ar4, BROOF, 9, n_trees: 15 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.06, 0.21
ar4, XGBoost, 9, n_trees: 15 | M: 5 | , 0.90, 1.00, 0.12, 0.67, 0.94, 0.67, 0.52, 0.00
ar4, BROOF, 10, n_trees: 5 | M: 10 | , 0.70, 0.00, 0.12, 0.00, 0.44, 0.20, 5.12, 1.02
ar4, XGBoost, 10, n_trees: 5 | M: 10 | , 0.60, 0.00, 0.25, 0.00, 0.38, 0.20, 0.47, 0.00
arrhythmia, BROOF, 1, n_trees: 20 | M: 5 | , 0.76, 0.37, 0.03, 0.79, Nan, 1.00, 9.12, 0.18
arrhythmia, XGBoost, 1, n_trees: 20 | M: 5 | , 0.78, 0.39, 0.03, 0.78, Nan, 1.00, 18.40, 0.00
arrhythmia, BROOF, 2, n_trees: 20 | M: 5 | , 0.80, 0.44, 0.03, 0.72, Nan, 1.00, 10.69, 0.22
arrhythmia, XGBoost, 2, n_trees: 20 | M: 5 | , 0.80, 0.52, 0.03, 0.71, Nan, 1.00, 19.44, 0.00
arrhythmia, BROOF, 3, n_trees: 5 | M: 15 | , 0.62, 0.28, 0.06, 0.66, Nan, 1.00, 8.32, 0.23
arrhythmia, XGBoost, 3, n_trees: 5 | M: 15 | , 0.67, 0.35, 0.04, 0.51, Nan, 1.00, 19.72, 0.18
arrhythmia, BROOF, 4, n_trees: 10 | M: 15 | , 0.73, 0.39, 0.04, 0.65, Nan, 1.00, 9.72, 0.23
arrhythmia, XGBoost, 4, n_trees: 10 | M: 15 | , 0.73, 0.46, 0.04, 0.67, Nan, 1.00, 20.35, 0.00
arrhythmia, BROOF, 5, n_trees: 10 | M: 15 | , 0.73, 0.47, 0.04, 0.65, Nan, 1.00, 12.74, 0.45
arrhythmia, XGBoost, 5, n_trees: 10 | M: 15 | , 0.71, 0.57, 0.03, 0.61, Nan, 1.00, 21.36, 0.00
arrhythmia, BROOF, 6, n_trees: 15 | M: 5 | , 0.76, 0.49, 0.03, 0.65, Nan, 1.00, 7.88, 0.23
arrhythmia, XGBoost, 6, n_trees: 15 | M: 5 | , 0.73, 0.47, 0.03, 0.56, Nan, 1.00, 20.10, 0.00
arrhythmia, BROOF, 7, n_trees: 10 | M: 10 | , 0.80, 0.48, 0.03, 0.73, Nan, 1.00, 9.68, 0.05
arrhythmia, XGBoost, 7, n_trees: 10 | M: 10 | , 0.78, 0.55, 0.03, 0.63, Nan, 1.00, 20.12, 0.00
arrhythmia, BROOF, 8, n_trees: 10 | M: 15 | , 0.69, 0.29, 0.05, 0.69, Nan, 1.00, 10.58, 0.45
arrhythmia, XGBoost, 8, n_trees: 10 | M: 15 | , 0.69, 0.45, 0.04, 0.59, Nan, 1.00, 19.93, 0.00
arrhythmia, BROOF, 9, n_trees: 10 | M: 15 | , 0.69, 0.40, 0.05, 0.73, Nan, 1.00, 10.98, 0.27
arrhythmia, XGBoost, 9, n_trees: 10 | M: 15 | , 0.78, 0.44, 0.03, 0.70, Nan, 1.00, 20.08, 0.00
arrhythmia, BROOF, 10, n_trees: 15 | M: 10 | , 0.76, 0.36, 0.03, 0.65, Nan, 1.00, 10.95, 0.23
arrhythmia, XGBoost, 10, n_trees: 15 | M: 10 | , 0.71, 0.32, 0.04, 0.57, Nan, 1.00, 19.71, 0.00
audiology-std, BROOF, 1, n_trees: 5 | M: 2 | , 0.75, 0.33, 0.02, 0.47, Nan, 1.00, 5.55, 0.00
audiology-std, XGBoost, 1, n_trees: 5 | M: 2 | , 0.90, 0.39, 0.01, 0.47, Nan, 1.00, 6.56, 0.10
audiology-std, BROOF, 2, n_trees: 20 | M: 2 | , 0.60, 0.26, 0.03, 0.38, Nan, 1.00, 7.18, 0.41
audiology-std, XGBoost, 2, n_trees: 20 | M: 2 | , 0.65, 0.27, 0.02, 0.43, Nan, 1.00, 6.39, 0.00
audiology-std, BROOF, 3, n_trees: 10 | M: 5 | , 0.70, 0.39, 0.02, 0.47, Nan, 1.00, 7.05, 0.00
audiology-std, XGBoost, 3, n_trees: 10 | M: 5 | , 0.85, 0.39, 0.01, 0.47, Nan, 1.00, 6.37, 0.00
audiology-std, BROOF, 4, n_trees: 20 | M: 2 | , 0.80, 0.47, 0.01, 0.45, Nan, 1.00, 6.82, 0.10
audiology-std, XGBoost, 4, n_trees: 20 | M: 2 | , 0.85, 0.42, 0.01, 0.47, Nan, 1.00, 6.84, 0.00
audiology-std, BROOF, 5, n_trees: 20 | M: 10 | , 0.90, 0.48, 0.01, 0.47, Nan, 1.00, 6.37, 0.91
audiology-std, XGBoost, 5, n_trees: 20 | M: 10 | , 0.85, 0.53, 0.01, 0.48, Nan, 1.00, 6.65, 0.40
audiology-std, BROOF, 6, n_trees: 20 | M: 5 | , 0.65, 0.38, 0.02, 0.49, Nan, 1.00, 7.30, 0.51
audiology-std, XGBoost, 6, n_trees: 20 | M: 5 | , 0.65, 0.42, 0.02, 0.48, Nan, 1.00, 6.59, 0.00
audiology-std, BROOF, 7, n_trees: 15 | M: 2 | , 0.84, 0.39, 0.01, 0.50, Nan, 1.00, 6.95, 0.00
audiology-std, XGBoost, 7, n_trees: 15 | M: 2 | , 0.74, 0.33, 0.02, 0.47, Nan, 1.00, 6.36, 0.42
audiology-std, BROOF, 8, n_trees: 15 | M: 15 | , 0.74, 0.47, 0.02, 0.52, Nan, 1.00, 5.80, 1.08
audiology-std, XGBoost, 8, n_trees: 15 | M: 15 | , 0.79, 0.42, 0.01, 0.52, Nan, 1.00, 7.76, 0.11
audiology-std, BROOF, 9, n_trees: 5 | M: 10 | , 0.63, 0.39, 0.02, 0.52, Nan, 1.00, 4.80, 0.54
audiology-std, XGBoost, 9, n_trees: 5 | M: 10 | , 0.79, 0.47, 0.01, 0.54, Nan, 1.00, 6.77, 0.42
audiology-std, BROOF, 10, n_trees: 15 | M: 2 | , 0.74, 0.28, 0.02, 0.36, Nan, 1.00, 5.62, 0.00
audiology-std, XGBoost, 10, n_trees: 15 | M: 2 | , 0.74, 0.43, 0.01, 0.42, Nan, 1.00, 6.78, 0.00
autos, BROOF, 1, n_trees: 5 | M: 10 | , 0.48, 0.42, 0.11, 0.63, Nan, 1.00, 6.41, 0.00
autos, XGBoost, 1, n_trees: 5 | M: 10 | , 0.43, 0.39, 0.13, 0.37, Nan, 1.00, 3.01, 0.00
autos, BROOF, 2, n_trees: 10 | M: 10 | , 0.48, 0.42, 0.12, 0.62, Nan, 1.00, 6.81, 0.50
autos, XGBoost, 2, n_trees: 10 | M: 10 | , 0.62, 0.53, 0.08, 0.69, Nan, 1.00, 3.02, 0.00
autos, BROOF, 3, n_trees: 15 | M: 10 | , 0.57, 0.65, 0.09, 0.66, 0.87, 1.00, 6.23, 0.49
autos, XGBoost, 3, n_trees: 15 | M: 10 | , 0.67, 0.72, 0.07, 0.83, 0.93, 1.00, 3.04, 0.38
autos, BROOF, 4, n_trees: 20 | M: 2 | , 0.67, 0.67, 0.07, 0.81, 0.91, 1.00, 6.08, 0.49
autos, XGBoost, 4, n_trees: 20 | M: 2 | , 0.62, 0.74, 0.08, 0.74, 0.91, 1.00, 3.08, 0.00
autos, BROOF, 5, n_trees: 20 | M: 15 | , 0.67, 0.60, 0.07, 0.71, 0.95, 1.00, 7.29, 0.97
autos, XGBoost, 5, n_trees: 20 | M: 15 | , 0.71, 0.65, 0.06, 0.81, 0.95, 1.00, 3.09, 0.00
autos, BROOF, 6, n_trees: 15 | M: 15 | , 0.75, 0.64, 0.06, 0.62, Nan, 1.00, 6.39, 1.02
autos, XGBoost, 6, n_trees: 15 | M: 15 | , 0.80, 0.70, 0.04, 0.70, Nan, 1.00, 3.11, 0.40
autos, BROOF, 7, n_trees: 20 | M: 10 | , 0.95, 0.92, 0.01, 0.83, Nan, 1.00, 5.88, 0.51
autos, XGBoost, 7, n_trees: 20 | M: 10 | , 1.00, 0.83, 0.00, 0.83, Nan, 1.00, 3.14, 0.00
autos, BROOF, 8, n_trees: 10 | M: 15 | , 0.95, 0.81, 0.01, 0.78, Nan, 1.00, 5.89, 0.62
autos, XGBoost, 8, n_trees: 10 | M: 15 | , 0.95, 0.81, 0.01, 0.78, Nan, 1.00, 3.16, 0.00
autos, BROOF, 9, n_trees: 10 | M: 15 | , 0.75, 0.59, 0.06, 0.59, Nan, 1.00, 6.41, 0.52
autos, XGBoost, 9, n_trees: 10 | M: 15 | , 0.70, 0.57, 0.07, 0.72, Nan, 1.00, 3.09, 0.00
autos, BROOF, 10, n_trees: 5 | M: 10 | , 0.50, 0.46, 0.11, 0.57, Nan, 1.00, 5.64, 0.40
autos, XGBoost, 10, n_trees: 5 | M: 10 | , 0.60, 0.50, 0.08, 0.69, Nan, 1.00, 3.09, 0.10
balance-scale, BROOF, 1, n_trees: 5 | M: 5 | , 0.51, 0.37, 0.23, 0.56, 0.84, 1.00, 5.93, 0.04
balance-scale, XGBoost, 1, n_trees: 5 | M: 5 | , 0.70, 0.51, 0.15, 0.58, 0.90, 1.00, 1.77, 0.13
balance-scale, BROOF, 2, n_trees: 5 | M: 15 | , 0.70, 0.51, 0.15, 0.53, 0.68, 1.00, 5.85, 0.16
balance-scale, XGBoost, 2, n_trees: 5 | M: 15 | , 0.79, 0.57, 0.11, 0.57, 0.83, 1.00, 1.79, 0.00
balance-scale, BROOF, 3, n_trees: 15 | M: 15 | , 0.59, 0.43, 0.22, 0.46, 0.64, 1.00, 7.17, 0.29
balance-scale, XGBoost, 3, n_trees: 15 | M: 15 | , 0.71, 0.57, 0.14, 0.59, 0.81, 1.00, 1.76, 0.00
balance-scale, BROOF, 4, n_trees: 15 | M: 2 | , 0.79, 0.57, 0.11, 0.58, 0.79, 1.00, 5.94, 0.00
balance-scale, XGBoost, 4, n_trees: 15 | M: 2 | , 0.87, 0.63, 0.07, 0.60, 0.92, 1.00, 1.81, 0.00
balance-scale, BROOF, 5, n_trees: 20 | M: 15 | , 0.83, 0.60, 0.09, 0.59, 0.73, 1.00, 7.06, 0.36
balance-scale, XGBoost, 5, n_trees: 20 | M: 15 | , 0.81, 0.59, 0.09, 0.61, 0.83, 1.00, 1.76, 0.03
balance-scale, BROOF, 6, n_trees: 10 | M: 10 | , 0.76, 0.55, 0.13, 0.55, 0.74, 1.00, 5.93, 0.16
balance-scale, XGBoost, 6, n_trees: 10 | M: 10 | , 0.81, 0.59, 0.11, 0.57, 0.79, 1.00, 1.78, 0.00
balance-scale, BROOF, 7, n_trees: 10 | M: 10 | , 0.81, 0.58, 0.11, 0.57, 0.76, 1.00, 6.25, 0.17
balance-scale, XGBoost, 7, n_trees: 10 | M: 10 | , 0.87, 0.63, 0.08, 0.59, 0.90, 1.00, 1.78, 0.00
balance-scale, BROOF, 8, n_trees: 15 | M: 10 | , 0.66, 0.48, 0.16, 0.55, 0.62, 1.00, 6.43, 0.17
balance-scale, XGBoost, 8, n_trees: 15 | M: 10 | , 0.76, 0.55, 0.13, 0.55, 0.81, 1.00, 1.74, 0.00
balance-scale, BROOF, 9, n_trees: 15 | M: 10 | , 0.71, 0.51, 0.14, 0.56, 0.79, 1.00, 7.34, 0.17
balance-scale, XGBoost, 9, n_trees: 15 | M: 10 | , 0.85, 0.62, 0.08, 0.59, 0.88, 1.00, 1.78, 0.00
balance-scale, BROOF, 10, n_trees: 5 | M: 15 | , 0.50, 0.36, 0.28, 0.52, 0.84, 1.00, 6.43, 0.17
balance-scale, XGBoost, 10, n_trees: 5 | M: 15 | , 0.87, 0.84, 0.06, 0.76, 0.95, 1.00, 1.79, 0.13
bank, BROOF, 1, n_trees: 10 | M: 10 | , 0.90, 0.30, 0.02, 0.64, 0.64, 0.27, 18.58, 0.05
bank, XGBoost, 1, n_trees: 10 | M: 10 | , 0.90, 0.42, 0.03, 0.63, 0.69, 0.33, 3.61, 0.02
bank, BROOF, 2, n_trees: 20 | M: 15 | , 0.90, 0.31, 0.03, 0.59, 0.64, 0.26, 22.36, 0.09
bank, XGBoost, 2, n_trees: 20 | M: 15 | , 0.89, 0.31, 0.04, 0.53, 0.64, 0.24, 3.59, 0.00
bank, BROOF, 3, n_trees: 10 | M: 5 | , 0.89, 0.23, 0.03, 0.55, 0.60, 0.21, 18.05, 0.02
bank, XGBoost, 3, n_trees: 10 | M: 5 | , 0.89, 0.33, 0.03, 0.57, 0.65, 0.26, 3.66, 0.00
bank, BROOF, 4, n_trees: 20 | M: 15 | , 0.91, 0.40, 0.03, 0.66, 0.69, 0.33, 22.65, 0.09
bank, XGBoost, 4, n_trees: 20 | M: 15 | , 0.90, 0.38, 0.03, 0.61, 0.68, 0.30, 3.62, 0.02
bank, BROOF, 5, n_trees: 10 | M: 15 | , 0.90, 0.40, 0.04, 0.60, 0.68, 0.31, 19.45, 0.05
bank, XGBoost, 5, n_trees: 10 | M: 15 | , 0.88, 0.38, 0.06, 0.48, 0.66, 0.25, 3.63, 0.00
bank, BROOF, 6, n_trees: 20 | M: 5 | , 0.90, 0.27, 0.02, 0.64, 0.62, 0.26, 16.60, 0.02
bank, XGBoost, 6, n_trees: 20 | M: 5 | , 0.91, 0.35, 0.02, 0.69, 0.66, 0.31, 3.67, 0.00
bank, BROOF, 7, n_trees: 20 | M: 15 | , 0.90, 0.35, 0.03, 0.58, 0.66, 0.28, 19.30, 0.09
bank, XGBoost, 7, n_trees: 20 | M: 15 | , 0.88, 0.29, 0.04, 0.48, 0.62, 0.22, 3.56, 0.00
bank, BROOF, 8, n_trees: 10 | M: 10 | , 0.91, 0.37, 0.02, 0.73, 0.67, 0.34, 20.58, 0.03
bank, XGBoost, 8, n_trees: 10 | M: 10 | , 0.92, 0.44, 0.02, 0.74, 0.71, 0.39, 3.59, 0.00
bank, BROOF, 9, n_trees: 20 | M: 5 | , 0.91, 0.37, 0.02, 0.68, 0.67, 0.32, 19.44, 0.04
bank, XGBoost, 9, n_trees: 20 | M: 5 | , 0.90, 0.37, 0.04, 0.58, 0.67, 0.28, 3.56, 0.00
bank, BROOF, 10, n_trees: 5 | M: 10 | , 0.90, 0.31, 0.03, 0.59, 0.64, 0.26, 19.25, 0.02
bank, XGBoost, 10, n_trees: 5 | M: 10 | , 0.89, 0.33, 0.03, 0.57, 0.65, 0.26, 3.53, 0.02
baseball, BROOF, 1, n_trees: 20 | M: 5 | , 0.95, 0.61, 0.14, 0.79, 0.97, 1.00, 8.18, 0.08
baseball, XGBoost, 1, n_trees: 20 | M: 5 | , 0.94, 0.61, 0.15, 0.84, 0.97, 1.00, 3.23, 0.06
baseball, BROOF, 2, n_trees: 20 | M: 15 | , 0.93, 0.66, 0.15, 0.80, 0.92, 1.00, 12.21, 0.22
baseball, XGBoost, 2, n_trees: 20 | M: 15 | , 0.91, 0.60, 0.16, 0.61, 0.92, 1.00, 3.11, 0.00
baseball, BROOF, 3, n_trees: 20 | M: 10 | , 0.94, 0.68, 0.11, 0.74, 0.98, 1.00, 9.56, 0.15
baseball, XGBoost, 3, n_trees: 20 | M: 10 | , 0.94, 0.68, 0.09, 0.74, 0.97, 1.00, 3.19, 0.00
baseball, BROOF, 4, n_trees: 20 | M: 2 | , 0.94, 0.60, 0.14, 0.79, 0.92, 1.00, 9.18, 0.02
baseball, XGBoost, 4, n_trees: 20 | M: 2 | , 0.95, 0.70, 0.11, 0.77, 0.96, 1.00, 3.21, 0.00
baseball, BROOF, 5, n_trees: 5 | M: 5 | , 0.92, 0.55, 0.19, 0.58, 0.92, 1.00, 10.17, 0.00
baseball, XGBoost, 5, n_trees: 5 | M: 5 | , 0.93, 0.55, 0.19, 0.58, 0.96, 1.00, 3.20, 0.00
baseball, BROOF, 6, n_trees: 15 | M: 15 | , 0.96, 0.71, 0.13, 0.88, 0.96, 1.00, 8.92, 0.16
baseball, XGBoost, 6, n_trees: 15 | M: 15 | , 0.93, 0.65, 0.16, 0.73, 0.95, 1.00, 3.25, 0.00
baseball, BROOF, 7, n_trees: 15 | M: 10 | , 0.93, 0.65, 0.18, 0.87, 0.97, 1.00, 10.17, 0.09
baseball, XGBoost, 7, n_trees: 15 | M: 10 | , 0.92, 0.54, 0.21, 0.68, 0.94, 1.00, 3.22, 0.00
baseball, BROOF, 8, n_trees: 10 | M: 15 | , 0.93, 0.62, 0.15, 0.65, 0.93, 1.00, 9.81, 0.09
baseball, XGBoost, 8, n_trees: 10 | M: 15 | , 0.93, 0.64, 0.18, 0.67, 0.92, 1.00, 3.23, 0.06
baseball, BROOF, 9, n_trees: 5 | M: 10 | , 0.94, 0.61, 0.15, 0.74, 0.95, 1.00, 9.38, 0.02
baseball, XGBoost, 9, n_trees: 5 | M: 10 | , 0.93, 0.60, 0.15, 0.68, 0.94, 1.00, 3.22, 0.00
baseball, BROOF, 10, n_trees: 20 | M: 15 | , 0.96, 0.76, 0.14, 0.88, 0.97, 1.00, 11.09, 0.17
baseball, XGBoost, 10, n_trees: 20 | M: 15 | , 0.95, 0.76, 0.14, 0.82, 0.97, 1.00, 3.29, 0.00
blood, BROOF, 1, n_trees: 5 | M: 10 | , 0.31, 0.83, 0.86, 0.23, 0.49, 0.24, 7.30, 0.14
blood, XGBoost, 1, n_trees: 5 | M: 10 | , 0.31, 0.89, 0.88, 0.24, 0.51, 0.24, 0.84, 0.00
blood, BROOF, 2, n_trees: 5 | M: 15 | , 0.61, 0.39, 0.32, 0.28, 0.54, 0.26, 6.56, 0.00
blood, XGBoost, 2, n_trees: 5 | M: 15 | , 0.69, 0.44, 0.23, 0.38, 0.61, 0.30, 0.86, 0.03
blood, BROOF, 3, n_trees: 20 | M: 5 | , 0.73, 0.22, 0.11, 0.40, 0.56, 0.28, 7.65, 0.11
blood, XGBoost, 3, n_trees: 20 | M: 5 | , 0.83, 0.33, 0.02, 0.86, 0.66, 0.45, 0.86, 0.00
blood, BROOF, 4, n_trees: 10 | M: 10 | , 0.64, 0.00, 0.16, 0.00, 0.42, 0.24, 6.87, 0.14
blood, XGBoost, 4, n_trees: 10 | M: 10 | , 0.79, 0.11, 0.00, 1.00, 0.56, 0.32, 0.84, 0.00
blood, BROOF, 5, n_trees: 15 | M: 15 | , 0.73, 0.06, 0.05, 0.25, 0.50, 0.24, 7.22, 0.27
blood, XGBoost, 5, n_trees: 15 | M: 15 | , 0.76, 0.00, 0.00, 1.00, 0.50, 0.24, 0.85, 0.00
blood, BROOF, 6, n_trees: 5 | M: 15 | , 0.75, 0.00, 0.02, 0.00, 0.49, 0.24, 8.18, 0.14
blood, XGBoost, 6, n_trees: 5 | M: 15 | , 0.76, 0.00, 0.00, 1.00, 0.50, 0.24, 0.84, 0.00
blood, BROOF, 7, n_trees: 20 | M: 2 | , 0.68, 0.28, 0.19, 0.31, 0.54, 0.26, 7.09, 0.14
blood, XGBoost, 7, n_trees: 20 | M: 2 | , 0.69, 0.28, 0.18, 0.33, 0.55, 0.27, 0.84, 0.00
blood, BROOF, 8, n_trees: 5 | M: 2 | , 0.73, 0.61, 0.23, 0.46, 0.69, 0.37, 7.63, 0.00
blood, XGBoost, 8, n_trees: 5 | M: 2 | , 0.79, 0.61, 0.16, 0.55, 0.73, 0.43, 0.85, 0.00
blood, BROOF, 9, n_trees: 10 | M: 10 | , 0.69, 0.06, 0.12, 0.12, 0.47, 0.22, 7.23, 0.11
blood, XGBoost, 9, n_trees: 10 | M: 10 | , 0.77, 0.06, 0.02, 0.50, 0.52, 0.25, 0.84, 0.00
blood, BROOF, 10, n_trees: 5 | M: 2 | , 0.76, 0.00, 0.02, 0.00, 0.49, 0.23, 7.85, 0.03
blood, XGBoost, 10, n_trees: 5 | M: 2 | , 0.77, 0.00, 0.00, 1.00, 0.50, 0.23, 0.83, 0.00
bodyfat, BROOF, 1, n_trees: 15 | M: 10 | , 0.96, 0.92, 0.00, 1.00, 0.96, 0.96, 6.43, 0.70
bodyfat, XGBoost, 1, n_trees: 15 | M: 10 | , 0.96, 0.92, 0.00, 1.00, 0.96, 0.96, 0.42, 0.00
bodyfat, BROOF, 2, n_trees: 15 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 3.79, 0.00
bodyfat, XGBoost, 2, n_trees: 15 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.42, 0.00
bodyfat, BROOF, 3, n_trees: 20 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.86, 0.82
bodyfat, XGBoost, 3, n_trees: 20 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.43, 0.00
bodyfat, BROOF, 4, n_trees: 10 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.95, 0.00
bodyfat, XGBoost, 4, n_trees: 10 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.42, 0.00
bodyfat, BROOF, 5, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.27, 0.41
bodyfat, XGBoost, 5, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.43, 0.00
bodyfat, BROOF, 6, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.51, 0.32
bodyfat, XGBoost, 6, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.42, 0.00
bodyfat, BROOF, 7, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.71, 0.41
bodyfat, XGBoost, 7, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.42, 0.00
bodyfat, BROOF, 8, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.33, 0.00
bodyfat, XGBoost, 8, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.43, 0.00
bodyfat, BROOF, 9, n_trees: 20 | M: 15 | , 0.96, 1.00, 0.08, 0.92, 0.96, 0.92, 6.28, 0.84
bodyfat, XGBoost, 9, n_trees: 20 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.42, 0.00
bodyfat, BROOF, 10, n_trees: 20 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.55, 0.00
bodyfat, XGBoost, 10, n_trees: 20 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.43, 0.00
braziltourism, BROOF, 1, n_trees: 15 | M: 10 | , 0.76, 0.14, 0.12, 0.54, Nan, 1.00, 7.39, 0.49
braziltourism, XGBoost, 1, n_trees: 15 | M: 10 | , 0.83, 0.20, 0.09, 0.55, Nan, 1.00, 13.35, 0.07
braziltourism, BROOF, 2, n_trees: 15 | M: 15 | , 0.76, 0.14, 0.14, 0.68, Nan, 1.00, 7.67, 0.48
braziltourism, XGBoost, 2, n_trees: 15 | M: 15 | , 0.79, 0.18, 0.12, 0.64, Nan, 1.00, 14.04, 0.05
braziltourism, BROOF, 3, n_trees: 20 | M: 15 | , 0.76, 0.14, 0.15, 0.40, Nan, 1.00, 7.34, 0.75
braziltourism, XGBoost, 3, n_trees: 20 | M: 15 | , 0.73, 0.20, 0.14, 0.30, Nan, 1.00, 14.51, 0.05
braziltourism, BROOF, 4, n_trees: 15 | M: 5 | , 0.78, 0.14, 0.14, 0.54, Nan, 1.00, 7.85, 0.06
braziltourism, XGBoost, 4, n_trees: 15 | M: 5 | , 0.73, 0.13, 0.15, 0.40, Nan, 1.00, 14.55, 0.00
braziltourism, BROOF, 5, n_trees: 5 | M: 15 | , 0.78, 0.16, 0.13, 0.47, Nan, 1.00, 6.63, 0.25
braziltourism, XGBoost, 5, n_trees: 5 | M: 15 | , 0.78, 0.14, 0.14, 0.54, Nan, 1.00, 15.08, 0.20
braziltourism, BROOF, 6, n_trees: 15 | M: 10 | , 0.80, 0.17, 0.11, 0.40, Nan, 1.00, 6.92, 0.30
braziltourism, XGBoost, 6, n_trees: 15 | M: 10 | , 0.83, 0.24, 0.10, 0.48, Nan, 1.00, 14.54, 0.20
braziltourism, BROOF, 7, n_trees: 15 | M: 15 | , 0.80, 0.21, 0.13, 0.54, Nan, 1.00, 7.85, 0.45
braziltourism, XGBoost, 7, n_trees: 15 | M: 15 | , 0.78, 0.16, 0.13, 0.47, Nan, 1.00, 14.45, 0.20
braziltourism, BROOF, 8, n_trees: 20 | M: 15 | , 0.80, 0.17, 0.13, 0.54, Nan, 1.00, 8.43, 0.75
braziltourism, XGBoost, 8, n_trees: 20 | M: 15 | , 0.78, 0.14, 0.13, 0.40, Nan, 1.00, 14.47, 0.05
braziltourism, BROOF, 9, n_trees: 5 | M: 15 | , 0.73, 0.15, 0.14, 0.59, Nan, 1.00, 6.38, 0.25
braziltourism, XGBoost, 9, n_trees: 5 | M: 15 | , 0.71, 0.27, 0.12, 0.43, Nan, 1.00, 14.41, 0.00
braziltourism, BROOF, 10, n_trees: 5 | M: 10 | , 0.76, 0.14, 0.14, 0.68, Nan, 1.00, 7.58, 0.20
braziltourism, XGBoost, 10, n_trees: 5 | M: 10 | , 0.73, 0.17, 0.12, 0.46, Nan, 1.00, 14.45, 0.00
breast-cancer-wisc-diag, BROOF, 1, n_trees: 10 | M: 2 | , 0.98, 1.00, 0.03, 0.96, 0.99, 0.96, 8.37, 0.00
breast-cancer-wisc-diag, XGBoost, 1, n_trees: 10 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.80, 0.00
breast-cancer-wisc-diag, BROOF, 2, n_trees: 10 | M: 15 | , 0.89, 0.82, 0.06, 0.90, 0.88, 0.81, 7.06, 0.18
breast-cancer-wisc-diag, XGBoost, 2, n_trees: 10 | M: 15 | , 0.96, 0.95, 0.03, 0.95, 0.96, 0.93, 0.76, 0.14
breast-cancer-wisc-diag, BROOF, 3, n_trees: 20 | M: 15 | , 0.95, 0.90, 0.03, 0.95, 0.94, 0.89, 8.12, 0.36
breast-cancer-wisc-diag, XGBoost, 3, n_trees: 20 | M: 15 | , 0.96, 0.95, 0.03, 0.95, 0.96, 0.92, 0.77, 0.14
breast-cancer-wisc-diag, BROOF, 4, n_trees: 10 | M: 10 | , 0.96, 0.90, 0.00, 1.00, 0.95, 0.94, 8.17, 0.04
breast-cancer-wisc-diag, XGBoost, 4, n_trees: 10 | M: 10 | , 0.98, 0.95, 0.00, 1.00, 0.98, 0.97, 0.77, 0.00
breast-cancer-wisc-diag, BROOF, 5, n_trees: 10 | M: 15 | , 0.98, 0.95, 0.00, 1.00, 0.98, 0.97, 7.13, 0.18
